MGG_K_locus,completeness,total_SCs,KASPAH_REF_SCs,other_SCs
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,90.52,16,1,15
KL10,69.32,16,1,15
KL10,65.26,16,1,15
KL10,59.54,16,1,15
KL10,58.51,16,1,15
KL10,56.11,16,1,15
KL10,53.57,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,99.37,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,98.79,16,1,15
KL10,93.34,16,1,15
KL10,74.15,16,1,15
KL10,68.66,16,1,15
KL10,65.51,16,1,15
KL10,65.38,16,1,15
KL10,65.35,16,1,15
KL10,59,16,1,15
KL10,57.48,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,89.13,16,1,15
KL10,84.23,16,1,15
KL10,84.22,16,1,15
KL10,76.51,16,1,15
KL10,75.5,16,1,15
KL10,72.52,16,1,15
KL10,71.5,16,1,15
KL10,60.18,16,1,15
KL10,60.15,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,98.65,16,1,15
KL10,86.04,16,1,15
KL10,84.14,16,1,15
KL10,74.29,16,1,15
KL10,66.49,16,1,15
KL10,55.53,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,69.2,16,1,15
KL10,67.69,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,100,16,1,15
KL10,85.01,16,1,15
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,99.24,10,1,9
KL103,95,10,1,9
KL103,83.4,10,1,9
KL103,60.66,10,1,9
KL103,57.5,10,1,9
KL103,54.32,10,1,9
KL103,53.47,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,99.61,10,1,9
KL103,95.7,10,1,9
KL103,100,10,1,9
KL103,84.82,10,1,9
KL103,69.36,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,100,10,1,9
KL103,95,10,1,9
KL103,68.29,10,1,9
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,59.07,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,72.36,11,0,11
KL11,72.34,11,0,11
KL11,56.66,11,0,11
KL11,56.66,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,88.32,11,0,11
KL11,87.39,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,56.66,11,0,11
KL11,56.56,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,70.6,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,86.32,11,0,11
KL11,78.41,11,0,11
KL11,98.92,11,0,11
KL11,78.58,11,0,11
KL11,69.82,11,0,11
KL11,67.15,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,89.21,11,0,11
KL11,56.99,11,0,11
KL11,56.67,11,0,11
KL11,56.66,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,67.79,11,0,11
KL11,100,11,0,11
KL11,100,11,0,11
KL11,90.07,11,0,11
KL11,83.46,11,0,11
KL11,72.35,11,0,11
KL11,56.96,11,0,11
KL11,56.66,11,0,11
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,96.96,14,1,13
KL111,96.96,14,1,13
KL111,80.24,14,1,13
KL111,79.41,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,97.79,14,1,13
KL111,54.45,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,88.02,14,1,13
KL111,84.5,14,1,13
KL111,69.79,14,1,13
KL111,62.36,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,98.65,14,1,13
KL111,97.57,14,1,13
KL111,100,14,1,13
KL111,79.51,14,1,13
KL111,79.39,14,1,13
KL111,97.79,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,98.65,14,1,13
KL111,100,14,1,13
KL111,79.39,14,1,13
KL111,63.71,14,1,13
KL111,62.72,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,68.42,14,1,13
KL111,54.53,14,1,13
KL111,54.53,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,94.3,14,1,13
KL111,94.16,14,1,13
KL111,92.39,14,1,13
KL111,90.97,14,1,13
KL111,100,14,1,13
KL111,95.65,14,1,13
KL111,79.73,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,88.97,14,1,13
KL111,88.97,14,1,13
KL111,79.39,14,1,13
KL111,75.17,14,1,13
KL111,63.61,14,1,13
KL111,60.16,14,1,13
KL111,97.79,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,89.75,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,97.92,14,1,13
KL111,97.57,14,1,13
KL111,90.36,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,89.39,14,1,13
KL111,79.39,14,1,13
KL111,63.71,14,1,13
KL111,62.72,14,1,13
KL111,100,14,1,13
KL111,88.97,14,1,13
KL111,88.97,14,1,13
KL111,85.45,14,1,13
KL111,63.61,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,90.66,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,100,14,1,13
KL111,63.72,14,1,13
KL122,100,11,1,10
KL122,100,11,1,10
KL122,73.83,11,1,10
KL122,71.4,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,92.89,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,90.03,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,70.07,11,1,10
KL122,66.86,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,68.78,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,92.25,11,1,10
KL122,100,11,1,10
KL122,87.64,11,1,10
KL122,83.95,11,1,10
KL122,72.88,11,1,10
KL122,63.94,11,1,10
KL122,53.67,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,88.94,11,1,10
KL122,74.07,11,1,10
KL122,73.15,11,1,10
KL122,76,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,65.33,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,83.42,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,94.49,11,1,10
KL122,90.22,11,1,10
KL122,72.82,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,100,11,1,10
KL122,97.48,11,1,10
KL122,89.9,11,1,10
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,57.84,14,1,13
KL125,57.27,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,84.28,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,71.38,14,1,13
KL125,71.38,14,1,13
KL125,100,14,1,13
KL125,71.35,14,1,13
KL125,71.35,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,67.73,14,1,13
KL125,60.48,14,1,13
KL125,58.2,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,92.41,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,98.51,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,65.35,14,1,13
KL125,65.35,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,81.43,14,1,13
KL125,70.76,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,100,14,1,13
KL125,69.72,14,1,13
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,82.02,10,1,9
KL127,81.21,10,1,9
KL127,100,10,1,9
KL127,68.86,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,78.13,10,1,9
KL127,73.77,10,1,9
KL127,89.84,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,95.3,10,1,9
KL127,89.12,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,89.1,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,89.44,10,1,9
KL127,89.44,10,1,9
KL127,89.44,10,1,9
KL127,89.44,10,1,9
KL127,88.44,10,1,9
KL127,88.44,10,1,9
KL127,88.44,10,1,9
KL127,88.44,10,1,9
KL127,88.44,10,1,9
KL127,88.44,10,1,9
KL127,88.44,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,79.92,10,1,9
KL127,69.03,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,79.57,10,1,9
KL127,76.63,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,81.44,10,1,9
KL127,69.76,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,100,10,1,9
KL127,99.57,10,1,9
KL13,100,18,0,18
KL13,86.77,18,0,18
KL13,56.3,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,64.56,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,99.36,18,0,18
KL13,98.3,18,0,18
KL13,81.94,18,0,18
KL13,81.88,18,0,18
KL13,76.33,18,0,18
KL13,68.17,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,85,18,0,18
KL13,84.67,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,81.12,18,0,18
KL13,100,18,0,18
KL13,50.33,18,0,18
KL13,55.26,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,96.46,18,0,18
KL13,88.24,18,0,18
KL13,100,18,0,18
KL13,77.26,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,100,18,0,18
KL13,89.54,18,0,18
KL14,100,11,2,9
KL14,100,11,2,9
KL14,89.28,11,2,9
KL14,83.91,11,2,9
KL14,71.05,11,2,9
KL14,64.42,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,87.12,11,2,9
KL14,76.17,11,2,9
KL14,72.67,11,2,9
KL14,63.94,11,2,9
KL14,63.41,11,2,9
KL14,54.43,11,2,9
KL14,52.22,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,83.47,11,2,9
KL14,76.26,11,2,9
KL14,72.92,11,2,9
KL14,71.69,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,98.2,11,2,9
KL14,98.18,11,2,9
KL14,87.29,11,2,9
KL14,79.84,11,2,9
KL14,72.37,11,2,9
KL14,69.08,11,2,9
KL14,55.5,11,2,9
KL14,54.99,11,2,9
KL14,100,11,2,9
KL14,92.95,11,2,9
KL14,92.95,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,84.28,11,2,9
KL14,84.28,11,2,9
KL14,70.81,11,2,9
KL14,56.64,11,2,9
KL14,100,11,2,9
KL14,55.05,11,2,9
KL14,55.05,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,95.44,11,2,9
KL14,84.03,11,2,9
KL14,71.53,11,2,9
KL14,65.33,11,2,9
KL14,65.33,11,2,9
KL14,62.63,11,2,9
KL14,59.84,11,2,9
KL14,56.02,11,2,9
KL14,54.42,11,2,9
KL14,53.06,11,2,9
KL14,90.56,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,82.08,11,2,9
KL14,60.52,11,2,9
KL14,90.67,11,2,9
KL14,55.38,11,2,9
KL14,100,11,2,9
KL14,98.49,11,2,9
KL14,65.35,11,2,9
KL14,64.47,11,2,9
KL14,94.77,11,2,9
KL14,94.77,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,81.14,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,71.53,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,82.45,11,2,9
KL14,78.13,11,2,9
KL14,72.38,11,2,9
KL14,65.33,11,2,9
KL14,96.75,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,100,11,2,9
KL14,88.06,11,2,9
KL14,61.94,11,2,9
KL142,100,11,1,10
KL142,100,11,1,10
KL142,87.59,11,1,10
KL142,54.03,11,1,10
KL142,76.8,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,65.51,11,1,10
KL142,100,11,1,10
KL142,87.12,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,68.05,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,100,11,1,10
KL142,98.73,11,1,10
KL142,70.83,11,1,10
KL142,100,11,1,10
KL142,86.43,11,1,10
KL142,86.43,11,1,10
KL142,61.27,11,1,10
KL142,87.82,11,1,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,98.85,12,2,10
KL15,92.51,12,2,10
KL15,100,12,2,10
KL15,74.91,12,2,10
KL15,74.74,12,2,10
KL15,75.06,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,88.73,12,2,10
KL15,70.17,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,99.6,12,2,10
KL15,99.21,12,2,10
KL15,99.18,12,2,10
KL15,98.88,12,2,10
KL15,86.41,12,2,10
KL15,71.66,12,2,10
KL15,70.17,12,2,10
KL15,65.52,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,97.51,12,2,10
KL15,81.33,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,84.09,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,70.17,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,90.01,12,2,10
KL15,75.23,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,97.83,12,2,10
KL15,89.43,12,2,10
KL15,78.17,12,2,10
KL15,64.78,12,2,10
KL15,64.21,12,2,10
KL15,62.62,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,88.88,12,2,10
KL15,59.29,12,2,10
KL15,100,12,2,10
KL15,93.49,12,2,10
KL15,88.83,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,91.68,12,2,10
KL15,91.11,12,2,10
KL15,83.09,12,2,10
KL15,75.06,12,2,10
KL15,73.36,12,2,10
KL15,100,12,2,10
KL15,72.06,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,100,12,2,10
KL15,70.17,12,2,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,95.54,11,1,10
KL16,88.76,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,84.18,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,91.22,11,1,10
KL16,87.97,11,1,10
KL16,85.2,11,1,10
KL16,81.3,11,1,10
KL16,77.41,11,1,10
KL16,53.34,11,1,10
KL16,100,11,1,10
KL16,85.07,11,1,10
KL16,72.79,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,87.76,11,1,10
KL16,69.9,11,1,10
KL16,64.86,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,76.58,11,1,10
KL16,59.36,11,1,10
KL16,99.5,11,1,10
KL16,53.57,11,1,10
KL16,94.58,11,1,10
KL16,96.41,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,94.58,11,1,10
KL16,96.41,11,1,10
KL16,100,11,1,10
KL16,55.79,11,1,10
KL16,100,11,1,10
KL16,92.8,11,1,10
KL16,98.31,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,89.26,11,1,10
KL16,65.5,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,70.65,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL16,100,11,1,10
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,89.21,11,3,8
KL2,63.9,11,3,8
KL2,50.77,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,94.1,11,3,8
KL2,81.81,11,3,8
KL2,57.34,11,3,8
KL2,100,11,3,8
KL2,53.75,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,88.86,11,3,8
KL2,85.26,11,3,8
KL2,100,11,3,8
KL2,96.77,11,3,8
KL2,89.8,11,3,8
KL2,53.78,11,3,8
KL2,57.71,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,84.04,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,79.7,11,3,8
KL2,78.26,11,3,8
KL2,88.86,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,90.62,11,3,8
KL2,90.62,11,3,8
KL2,72.69,11,3,8
KL2,57.63,11,3,8
KL2,52.14,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,91.12,11,3,8
KL2,83.36,11,3,8
KL2,67.31,11,3,8
KL2,69.39,11,3,8
KL2,60.27,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,99.75,11,3,8
KL2,70.17,11,3,8
KL2,59.58,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,93.44,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,81.91,11,3,8
KL2,60.49,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,82.12,11,3,8
KL2,100,11,3,8
KL2,94.23,11,3,8
KL2,94.14,11,3,8
KL2,83.48,11,3,8
KL2,100,11,3,8
KL2,100,11,3,8
KL2,98.49,11,3,8
KL2,94.62,11,3,8
KL2,94.1,11,3,8
KL2,83.43,11,3,8
KL2,100,11,3,8
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,88.71,13,1,12
KL21,82.71,13,1,12
KL21,56.98,13,1,12
KL21,72.25,13,1,12
KL21,100,13,1,12
KL21,50.89,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,83.27,13,1,12
KL21,96.13,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,56.44,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,93.2,13,1,12
KL21,83.23,13,1,12
KL21,79.45,13,1,12
KL21,100,13,1,12
KL21,96.13,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,83.21,13,1,12
KL21,84.21,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,79.45,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
